Text,Class_Label
"John, Did you put Frank Hayden up to this? If this decision is up to me I would= =20 consider authorizing Mike G., Frank E., Keith H. and myself to trade west= =20 power. What do you think? Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/06/2001= =20 10:48 AM --------------------------- From: Frank Hayden/ENRON@enronXgate on 03/05/2001 09:27 AM CST To: Phillip K Allen/HOU/ECT@ECT cc: =20 Subject: FW: Cross Commodity -----Original Message----- From: Hayden, Frank =20 Sent: Friday, March 02, 2001 7:01 PM To: Presto, Kevin; Zufferli, John; McKay, Jonathan; Belden, Tim; Shively,= =20 Hunter; Neal, Scott; Martin, Thomas; Allen, Phillip; Arnold, John Subject: Cross Commodity Importance: High I=01,ve been asked to provide an updated list on who is authorized to cross= =20 trade what commodities/products. As soon as possible, please reply to this= =20 email with the names of only the authorized =01&cross commodity=018 traders= and=20 their respective commodities. (natural gas, crude, heat, gasoline, weather,= =20 precip, coal, power, forex (list currency), etc..) Thanks, Frank PS. Traders limited to one commodity do not need to be included on this lis= t.",Normal
"George, I am back in the office and ready to focus on the project. I still have the concerns that I had last week. Specifically that the costs of our project are too high. I have gathered more information that support my concerns. Based on my research, I believe the project should cost around $10.5 million. The components are as follows: Unit Cost, Site work, & builders profit($52/sf) $7.6 million Land 1.15 Interim Financing .85 Common Areas .80 Total $10.4 Since Reagan's last 12 units are selling for around $190,000, I am unable to get comfortable building a larger project at over $95,000/unit in costs. Also, the comps used in the appraisal from Austin appear to be class A properties. It seems unlikely that student housing in San Marcos can produce the same rent or sales price. There should adjustments for location and the seasonal nature of student rental property. I recognize that Sagewood is currently performing at occupancy and $/foot rental rates that are closer to the appraisal and your pro formas, however, we do not believe that the market will sustain these levels on a permanent basis. Supply will inevitablely increase to drive this market more in balance. After the real estate expert from Houston reviewed the proforma and cost estimates, his comments were that the appraisal is overly optimistic. He feels that the permanent financing would potentially be around $9.8 million. We would not even be able to cover the interim financing. Keith and I have reviewed the project thoroughly and are in agreement that we cannot proceed with total cost estimates significantly above $10.5 million. We would like to have a conference call Tuesday afternoon to discuss alternatives. Phillip",Normal
"The insurance company is: Central Insurance Agency, Inc 6000 N., Lamar P.O. Box 15427 Austin, TX 78761-5427 Policy #CBI420478 Contact: Jeanette Peterson (512)451-6551 The actual policy is signed by Vista Insurance Partners. Please try and schedule the appraiser for sometime after 1 p.m. so my Dad can walk him around. I will be out of town on Tuesday. What else do we need to get done before closing? Phillip",Normal
"George, I am back in the office and ready to focus on the project. I still have the concerns that I had last week. Specifically that the costs of our project are too high. I have gathered more information that support my concerns. Based on my research, I believe the project should cost around $10.5 million. The components are as follows: Unit Cost, Site work, & builders profit($52/sf) $7.6 million Land 1.15 Interim Financing .85 Common Areas .80 Total $10.4 Since Reagan's last 12 units are selling for around $190,000, I am unable to get comfortable building a larger project at over $95,000/unit in costs. Also, the comps used in the appraisal from Austin appear to be class A properties. It seems unlikely that student housing in San Marcos can produce the same rent or sales price. There should adjustments for location and the seasonal nature of student rental property. I recognize that Sagewood is currently performing at occupancy and $/foot rental rates that are closer to the appraisal and your pro formas, however, we do not believe that the market will sustain these levels on a permanent basis. Supply will inevitablely increase to drive this market more in balance. After the real estate expert from Houston reviewed the proforma and cost estimates, his comments were that the appraisal is overly optimistic. He feels that the permanent financing would potentially be around $9.8 million. We would not even be able to cover the interim financing. Keith and I have reviewed the project thoroughly and are in agreement that we cannot proceed with total cost estimates significantly above $10.5 million. We would like to have a conference call tomorrow to discuss alternatives. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/05/2001 01:59 PM --------------------------- From: Phillip K Allen 03/05/2001 10:37 AM To: jim123@pdq.net cc: Subject:,Normal
I have not received the aircard 300 yet. Phillip,Normal
"Don, I was out last week. Regarding the Montana supply, you can refer them to Mark Whitt in Denver. Let me know when you want to have the other meeting. Also, we frequently give out quotes to mid-marketers on Fred LaGrasta's desk or Enron marketers in New York where the customer is EES. I don't understand why your people don't contact the desk directly. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/05/2001 07:10 AM --------------------------- liane_kucher@mcgraw-hill.com on 02/28/2001 02:14:43 PM To: Anne.Bike@enron.com cc: Phillip.K.Allen@enron.com Subject: Re: Enron's March Basdeloa,Normal
Please find attached the pro formas for the project in San Marcos. Thanks again.,Normal
"Lucy, Here are few questions regarding the 2/16 rentroll: #2 Has she actually paid the $150 deposit. Her move in date was 2/6. It is not on any rentroll that I can see. #9 Explain again what deposit and rent is transferring from #41 and when she will start paying on #9 #15 Since he has been such a good tenant for so long. Stop trying to collect the $95 in question. #33 Missed rent. Are they still there? #26 I see that she paid a deposit. But the file says she moved in on 1/30. Has she ever paid rent? I can't find any on the last three deposits. #44 Have the paid for February? There is no payment since the beginning of the year. #33 You email said they paid $140 on 1/30 plus $14 in late fees, but I don't see that on the 1/26 or 2/2 deposit? The last three questions add up to over $1200 in missing rent. I need you to figure these out immediately. I emailed you a new file for 2/23 and have attached the last three rentroll in case you need to research these questions. I will not be in the office next week. If I can get connected you might be able to email me at pallen70@hotmail.com. Otherwise try and work with Gary on pressing issues. If there is an emergency you can call me at 713-410-4679. Phillip",Normal
"George, I can take a day off the week I get back from vacation. Any day between March 5th-9th would work but Friday or Thursday would be my preference. Regarding the differences in the two estimates, I don't want to waste your time explaining the differences if the 1st forecast was very rough. The items I listed moved dramatically. Also, some of the questions were just clarification of what was in a number. Let's try and reach an agreement on the construction manager issue tomorrow morning. Phillip",Normal
"George, The numbers on your fax don't agree to the first estimate that I am using. Here are the two files I used. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/23/2001 02:27 PM --------------------------- Andrew_M_Ozuna@bankone.com on 02/21/2001 07:28:47 AM To: Phillip.K.Allen@enron.com cc: Subject: Sagewood II Phillip - George Richards asked that,Normal
"Attached are two files that illustrate the following: As prices rose, supply increased and demand decreased. Now prices are beginning to fall in response these market responses.",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/23/2001 11:17 AM --------------------------- From: Jeffrey Oh 02/02/2001 08:51 AM To: Phillip K Allen/HOU/ECT@ECT, Julie A Gomez/HOU/ECT@ECT, Tim Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@E",Normal
You can fax it anytime. But I saved the spreadsheets from the previous estimates. What will be different in the fax?,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/22/2001 08:49 AM --------------------------- Enron North America Corp. From: Frank Hayden @ ENRON 02/21/2001 05:46 PM To: Tim Belden/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Phillip K Allen",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 04:25 PM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 06:32:15 AM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.co",Normal
Tomorrow is fine. Talk to you then. Phillip,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 03:57 PM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 01:10:33 PM Please respond to <cbpres@austin.rr.com> To: ""Keith Holst"" <kholst@enron.com>",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 03:57 PM --------------------------- ""Jeff Smith"" <jsmith@austintx.com> on 02/21/2001 01:24:15 PM To: <Phillip.K.Allen@enron.com> cc: Subject: leander and the Stage Phillip, I spoke",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 03:36 PM --------------------------- From: James D Steffes@ENRON on 02/21/2001 12:07 PM CST To: Alan Comnes/PDX/ECT@ECT, Chris H Foster/HOU/ECT@ECT, Christian Yoder/HOU/ECT@ECT, Chr",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/21/2001 03:30 PM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 02/21/2001 06:32:15 AM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.co",Normal
"John, Does next Thursday at 3pm fit your schedule to go over the rockies forecasts? I will set up a room with Kim. Here are some suggestions for projects for Colleen: 1. Review and document systems and processes - The handoffs from ERMS, TAGG, Unify, Sitara and other systems are not clearly understood by all the parties trying to make improvements. I think I understand ERMS and TAGG but the issues facing scheduling in Unify are grey. 2. Review and audit complex deals- Under the ""assume it is messed up"" policy, existing deals could use a review and the booking of new deals need further scrutiny. 3. Review risk books- Is Enron accurately accounting for physical imbalances, transport fuel, park and loan transactions? 4. Lead trading track program- Recruit, oversee rotations, design training courses, review progress and make cuts. 5. Fundamentals- Liason between trading and analysts. Are we looking at everything we should? Putting a person with a trading mentality should add some value and direction to the group. In fact there is so much work she could do that you probably need a second MD to work part time to get it done. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/13/2000 11:28 AM --------------------------- From: Sarah Novosel@ENRON on 12/13/2000 10:17 AM CST To: James D Steffes/NA/Enron@Enron, Joe Hartsoe/Corp/Enron@ENRON, Susan J Mara/NA/Enron@ENR",Normal
The spinning bikes are so much better than the life cycles. Would you consider placing several spinning bikes out with the other exercise equipment and running a spinning video on the TV's. I think the equipment would be used much more. Members could just jump on a bike and follow the video any time of day. Let me know if this is possible. Phillip Allen X37041,Normal
"That would we very helpful. Thanks, Phillip",Normal
yes please,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/20/2001 12:11 PM --------------------------- From: Phillip K Allen 02/15/2001 01:13 PM To: stagecoachmama@hotmail.com cc: Subject: Lucy, Thanks for clearing up the 2/2 file. Moving on to 2/",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/20/2001 11:59 AM --------------------------- From: Phillip K Allen 02/15/2001 01:13 PM To: stagecoachmama@hotmail.com cc: Subject: Lucy, Thanks for clearing up the 2/2 file. Moving on to 2/",Normal
"Jaques, After meeting with George and Larry, it was clear that we have different definitions of cost and profit. Their version includes the salary of a superintendent and a junior superintendent as hard costs equivalent to third party subs and materials. Then there is a layer of ""construction management"" fees of 10%. There are some small incidental cost that they listed would be paid out of this money. But I think the majority of it is profit. Finally the builders profit of 1.4 million. Keith and I were not sure whether we would be open to paying the supers out of the cost or having them be paid out of the builders profit. After all, if they are the builders why does there need to be two additional supervisors? We were definitely not intending to insert an additional 10% fee in addition to the superintendent costs. George claims that all of these costs have been in the cost estimates that we have been using. I reviewed the estimates and the superintendents are listed but I don't think the construction management fee is included. George gave me some contracts that show how these fees are standard. I will review and let you know what I think. The GP issues don't seem to be a point of contention. They are agreeable to the 3 out 4 approval process. Let me know if you have opinions or sources that I can use to push for only true costs + 1.4 million. Phillip",Normal
"George, Please send the latest cost estimates when you get a chance this morning. Phillip",Normal
"Jeanie, Lavorato called me into his office to question me about my inquiries into part time. Nice confidentiality. Since I have already gotten the grief, it would be nice to get some useful information. What did you find out about part time, leave of absences, and sabbaticals? My interest is for 2002. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/18/2001 07:44 PM --------------------------- ""George Richards"" <cbpres@austin.rr.com> on 02/15/2001 05:23:35 AM Please respond to <cbpres@austin.rr.com> To: ""Phillip Allen"" <pallen@enron.co",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/18/2001 07:42 PM --------------------------- ""Jeff Smith"" <jsmith@austintx.com> on 02/16/2001 07:24:59 AM To: <Phillip.K.Allen@enron.com> cc: Subject: RE: Here is what you need to bring. Up",Normal
The west desk would like 2 analysts.,Normal
"Christy, I read these points and they definitely need some touch up. I don't understand why we need to give our commentary on why prices are so high in California. This subject has already gotten so much press. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/12/2000 12:01 PM --------------------------- From: Leslie Lawner@ENRON on 12/12/2000 11:56 AM CST To: Christi L Nicolay/HOU/ECT@ECT, Joe Hartsoe/Corp/Enron@ENRON, Rebecca W Cantrell/HOU/ECT@ECT, Ruth Concannon/HOU/ECT@ECT, Stephanie Miller/Corp/Enron@ENRON, Phillip K Allen/HOU/ECT@ECT, Jane M Tholt/HOU/ECT@ECT, Richard Shapiro/NA/Enron@Enron cc: Subject: Talking points about California Gas market Here is my stab at the talking points to be sent in to FERC along with the gas pricing info they requested for the California markets. Let me or Christi know if you have any disagreements, additions, whatever. I am supposed to be out of here at 2:15 today, so if you have stuff to add after that, get it to Christi. Thanks.",Normal
I would like to have a copy of the appraisal. See you Monday at 2. Phillip,Normal
"Andrew, Here is an asset statement. I will mail my 98 & 99 Tax returns plus a 2000 W2. Is this sufficient? Phillip Allen 713-853-7041 wk 713-463-8626 home",Normal
"Lee, Can you provide me with a copy of the original loan and a copy of the original appraisal. My fax number is 713-646-2391 Mailing address: 8855 Merlin Ct, Houston, TX 77055 Thank you, Phillip Allen",Normal
"Jeff, Here is the application from SPB. I guess they want to use the same form as a new loan application. I have a call in to Lee O'Donnell to try to find out if there is a shorter form. What do I need to be providing to the buyer according to the contract. I was planning on bringing a copy of the survey and a rentroll including deposits on Monday. Please let me know this morning what else I should be putting together. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/16/2001 08:47 AM --------------------------- ""O'Donnell, Lee (SPB)"" <LODonnell@spbank.com> on 02/15/2001 05:36:08 PM To: ""'Phillip.K.Allen@enron.com'"" <Phillip.K.Allen@enron.com> cc: Subject: RE: I was told that you were faxed the loan application. I will send attachment for a backup. Also, you will need to provide a current rent roll and 1999 & 2000 operating history (income & expense). Call me if you need some help. Thanks Lee O'Donnell -----Original Message----- From: Phillip.K.Allen@enron.com Sent: Thursday, February 15, 2001 11:34 AM To: lodonnell@spbank.com Subject: Lee, My fax number is 713-646-2391. Please fax me a loan application that I can pass on to the buyer. Phillip Allen pallen@enron.com 713-853-7041 - Copy of Loan App.tif - Copy of Multifamily forms",Normal
Forward Reg Dickson's resume to Ted Bland for consideration for the trading track program. He is overqualified and I'm sure too expensive to fill the scheduling position I have available. I will work with Cournie Parker to evaluate the other resumes. Phillip,Normal
"Lucy, Thanks for clearing up the 2/2 file. Moving on to 2/9, here are some questions: #1 It looks like he just missed 1/26&2/9 of $110. I can't tell if he still owes $47 on his deposit. #13 I show she missed rent on 1/26 and still owes $140. #15 Try and follow up with Tomas about the $95. Hopefully, he won't have a bad reaction. #20b Missed rent? #26 Has she paid any deposit or rent? #27 Missed rent?",Normal
"Lee, My fax number is 713-646-2391. Please fax me a loan application that I can pass on to the buyer. Phillip Allen pallen@enron.com 713-853-7041",Normal
"Lucy, Here is the 2/2 rentroll. The total does not equal the bank deposit. Your earlier response answered the questions for #3,11,15,20a, and 35. But the deposit was $495 more than the rentroll adds up to. If the answer to this question lies in apartment 1,13, and 14, can you update this file and send it back. Now I am going to work on a rentroll for this Friday. I will probably send you some questions about the 2/9 rentroll. Let's get this stuff clean today. Phillip",Normal
no. I am on msn messenger.,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/14/2001 08:23 AM --------------------------- Robert Neustaedter@ENRON_DEVELOPMENT 02/13/2001 02:51 PM To: Alan Comnes/PDX/ECT@ECT, Chris H Foster/HOU/ECT@ECT, Christian Yoder/HOU/ECT@ECT, C",Normal
"Greg, The kids are into typical toys and games. Justin likes power ranger stuff. Kelsey really likes art. Books would also be good. We are spending Christmas in Houston with Heather's sister. We are planning to come to San Marcos for New Years. How long will you stay? what are your plans? Email me with latest happenings with you in the big city. keith",Normal
Thanks for the website.,Normal
"Colleen, I checked the transport model and found the following extrinsic values on January 2nd versus February 11: 1/2 2/11 Stanfield to Malin 209 81 SJ/Perm. to Socal 896 251 Sj to Socal 2747 768 PGE/Top to Citygate 51 3 PGE/Top to KRS 16 4 SJ to Valero 916 927 If these numbers are correct, then we haven't increased the extrinsic value since the beginning of the year. Can you confirm that I am looking at the right numbers? Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/12/2001 12:18 PM --------------------------- To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Re: AEC Volumes at OPAL,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/12/2001 11:57 AM --------------------------- From: Mark Whitt@ENRON on 02/08/2001 03:44 PM MST Sent by: Mark Whitt@ENRON To: Phillip K Allen/HOU/ECT@ECT cc: Barry Tycholiz/NA/Enron@ENRON, P",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/12/2001 11:09 AM --------------------------- From: Mark Whitt@ENRON on 02/09/2001 03:38 PM MST Sent by: Mark Whitt@ENRON To: Barry Tycholiz/NA/Enron@ENRON, Phillip K Allen/HOU/ECT@ECT, Mike",Normal
"Lucy, Here is a draft of a memo we should distribute to the units that are subject to caps. I wrote it as if it were from you. It should come from the manager. It is very important that we tell new tenants what the utility cap for there unit is when they move in. This needs to be written in on their lease. When you have to talk to a tenant complaining about the overages emphasize that it is only during the peak months and it is already warming up. Have my Dad read the memo before you put it out. You guys can make changes if you need to. Next week we need to take inventory of all air conditioners and refrigerators. We have to get this done next week. I will email you a form to use to record serial numbers. The prospective buyers want this information plus we need it for our records. Something to look forward to. It is 2 PM and I have to leave the office. Please have my Dad call me with the information about the units at home 713-463-8626. He will know what I mean. Talk to you later, Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/09/2001 09:26 AM --------------------------- ""Jeff Smith"" <jsmith@austintx.com> on 02/08/2001 07:08:03 PM To: <Phillip.K.Allen@enron.com> cc: Subject: the stage I am sending the Dr. a contr",Normal
"Lucy, Here is the rentroll for this Friday. Sorry it is so late. There are a few problems with the rentroll from 2/2. 1. I know you mentioned the deposit would be 5360.65 which is what the bank is showing, but the rentroll only adds up to 4865. The missing money on the spreadsheet is probably the answer to my other questions below. 2. #1 Did he pay the rent he missed on 1/26? 3. #3 Did he miss rent on 1/26 and 2/2? 4. #11 Missed on 2/2? 5. #13 Missed on 1/26? 6. #14 missed on 2/2? 7. #15 missed on 2/2 and has not paid the 95 from 1/19? 8. #20a missed on 2/2? 9. #35 missed on 2/2? My guess is some of these were paid but not recorded on the 2/2 rentroll. You may have sent me a message over the ""chat"" line that I don't remember on some of these. I just want to get the final rentroll to tie exactly to the bank deposit. Will have some time today to work on a utility letter. Tried to call Wade last night at 5:30 but couldn't reach him. Will try again today. I believe that a doctor from Seguin is going to make an offer. Did you meet them? If so, what did you think? Phillip",Normal
I will email you an updated operating statement with Nov and Dec tomorrow morning. What did the seguin doctor think of the place. How much could I get the stagecoach appraised for? Do you still do appraisals? Could it be valued on an 11 or 12 cap?,Normal
"Jacques, Can you draft the partnership agreement and the construction contract? The key business points are: 1. Investment is a loan with prime + 1% rate 2. Construction contract is cost plus $1.4 Million 3. The investors' loan is repaid before any construction profit is paid. 4. All parties are GP's but 3 out 4 votes needed for major decisions? 5. 60/40 split favoring the investors. With regard to the construction contract, we are concerned about getting a solid line by line cost estimate and clearly defining what constitutes costs. Then we need a mechanism to track the actual expenses. Keith and I would like to oversee the bookkeeping. The builders would be requred to fax all invoices within 48 hours. We also would want online access to the checking account of the partnership so we could see if checks were clearing but invoices were not being submitted. Let me know if you can draft these agreements. The GP issue may need some tweaking. Phillip Allen 713-853-7041 pallen@enron.com",Normal
"Lucy, Here is a final 12/01 rentroll for you to save. My only questions are: 1. Neil Moreno in #21-he paid $120 on 11/24, but did not pay anything on 12/01. Even if he wants to swich to bi-weekly, he needs to pay at the beginning of the two week period. What is going on? 2. Gilbert in #27-is he just late? Here is a file for 12/08.",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/07/2001 07:14 AM --------------------------- Susan J Mara@ENRON 02/06/2001 04:12 PM To: Alan Comnes/PDX/ECT@ECT, Angela Schwarz/HOU/EES@EES, Beverly Aden/HOU/EES@EES, Bill Votaw/HOU/EES@EES",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/06/2001 02:12 PM --------------------------- Enron North America Corp. From: Frank Hayden @ ENRON 02/06/2001 12:06 PM To: Tim Belden/HOU/ECT@ECT, Chris Gaskill/Corp/Enron@Enron, Phillip K A",Normal
Send it to Ina Rangel she can forward it to appropriate traders. There are too many to list individually,Normal
"Jeff, My target is to get $225 back out of the stage. Therefore, I could take a sales price of $740K and carry a second note of $210K. This would still only require $75K cash from the buyer. After broker fees and a title policy, I would net around $20K cash. You can go ahead and negotiate with the buyer and strike the deal at $740 or higher with the terms described in the 1st email. Do you want to give the New Braunfels buyer a quick look at the deal. Phillip",Normal
"Jeff, I am not willing to guarantee to refinance the 1st lien on the stage in 4 years and drop the rate on both notes at that point to 8%. There are several reasons that I won't commit to this. Exposure to interest fluctuations, the large cash reserves needed, and the limited financial resources of the buyer are the three biggest concerns. What I am willing to do is lower the second note to 8% amortized over the buyers choice of terms up to 30 years. The existing note does not come due until September 2009. That is a long time. The buyer may have sold the property. Interest rates may be lower. I am bending over backwards to make the deal work with such an attractive second note. Guaranteeing to refinance is pushing too far. Can you clarify the dates in the contract. Is the effective date the day the earnest money is receipted or is it once the feasibility study is complete? Hopefully the buyer can live with these terms. I got your fax from the New Braunfels buyer. If we can't come to terms with the first buyer I will get started on the list. Email or call me later today. Phillip",Normal
"Susan, Raised your issue to Sally Beck. Larry is going to spend time with you to see if he can live without any reports. Also some IT help should be on the way. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/05/2001 08:45 AM --------------------------- Jeffrey C Gossett 02/02/2001 09:48 PM To: Larry May/Corp/Enron@ENRON, Phillip K Allen/HOU/ECT@ECT cc: Subject: re: book admin for Pipe/Gas daily",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/02/2001 04:43 PM --------------------------- From: Phillip K Allen 02/02/2001 02:40 PM To: stagecoachmama@hotmail.com cc: Subject: Lucy, Please fix #41 balance by deleting the $550 in the """,Normal
"Lucy, Please fix #41 balance by deleting the $550 in the ""Rent Due"" column. The other questions I had about last week's rent are: #15 Only paid 95 of their 190 on 1/19 then paid nothing on 1/26. What is going on? #25 Looks like she was short by 35 and still owes a little on deposit #27 Switched to weekly, but paid nothing this week. Why? I spoke to Jeff Smith. I think he was surprised that we were set up with email and MSN Messenger. He was not trying to insult you. I let Jeff know that he should try and meet the prospective buyers when they come to see the property. Occasionally, a buyer might stop buy without Jeff and you can show them around and let them know what a nice quiet well maintained place it is. Regarding the raise, $260/week plus the apartment is all I can pay right now. I increased your pay last year very quickly so you could make ends meet but I think your wages equate to $10/hr and that is fair. As Gary and Wade continue to improve the property, I need you to try and improve the property's tenants and reputation. The apartments are looking better and better, yet the turnover seems to be increasing. Remember that as a manager you need to set the example for the tenants. It is hard to tell tenants that they are not supposed to have extra people move in that are not on the lease, when the manager has a houseful of guests. I realize you have had a lot of issues with taking your son to the doctor and your daughter being a teenager, but you need to put in 40 hours and be working in the office or on the property during office unless you are running an errand for the property. I am not upset that you asked for a raise, but the answer is no at this time. We can look at again later in the year. I will talk to you later or you can email or call over the weekend. Phillip",Normal
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/02/2001 03:43 PM --------------------------- From: Phillip K Allen 01/31/2001 01:23 PM To: cbpres@austin.rr.com cc: llewter@austin.rr.com Subject:,Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/07/2000 09:08 AM --------------------------- Jeff Richter 12/07/2000 06:31 AM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: DJ Cal-ISO Pays $10M To Avoid Rolling Blackouts Wed -Sources, DJ C",Normal
"I would like to go to this meeting. Can you arrange it? ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/02/2001 03:00 PM --------------------------- Larry May@ENRON 02/02/2001 12:43 PM To: Sally Beck/HOU/ECT@ECT, Jeffrey C Gossett/HOU/ECT@ECT, Susan M Scott/HOU/ECT@ECT, Errol McLaughlin/Corp/Enron@ENRON cc: Phillip K Allen/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT Subject: re: book admin for Pipe/Gas daily option book As you might be aware, Susan Scott (the book admin for the pipe option book) was forced by system problems to stay all night Wednesday night and until 200 am Friday in order to calc my book. While she is scheduled to rotate to the West desk soon, I think we need to discuss putting two persons on my book in order to bring the work load to a sustainable level. I'd like to meet at 2:30 pm on Monday to discuss this issue. Please let me know if this time fits in your schedules. Thanks, Larry",Normal
Susan hours are out of hand. We need to find a solution. Let's meet on Monday to assess the issue Phillip,Normal
"Got your email. I will let Jacques know. I guess we can work out the finer points next week. The bank here in Houston is dealing with their auditors this week, so unfortunately I did not hear from them this week. The are promising to have some feedback by Monday. I will let you know as soon as I hear from them. Phillip",Normal
"George, The probability of building a house this year is increasing. I have shifted to a slightly different plan. There were too many design items that I could not work out in the plan we discussed previously. Now, I am leaning more towards a plan with two wings and a covered courtyard in the center. One wing would have a living/dining kitchen plus master bedroom downstairs with 3 kid bedrooms + a laundry room upstairs. The other wing would have a garage + guestroom downstairs with a game room + office/exercise room upstairs. This plan still has the same number of rooms as the other plan but with the courtyard and pool in the center this plan should promote more outdoor living. I am planning to orient the house so that the garage faces the west. The center courtyard would be covered with a metal roof with some fiberglass skylights supported by metal posts. I am envisioning the two wings to have single slope roofs that are not connected to the center building. I don't know if you can imagine the house I am trying to describe. I would like to come and visit you again this month. If it would work for you, I would like to drive up on Sunday afternoon on Feb. 18 around 2 or 3 pm. I would like to see the progress on the house we looked at and tour the one we didn't have time for. I can bring more detailed drawings of my new plan. Call or email to let me know if this would work for you. pallen70@hotmail.com or 713-463-8626(home), 713-853-7041(work) Phillip Allen PS. Channel 2 in Houston ran a story yesterday (Feb. 2) about a home in Kingwood that had a poisonous strain of mold growing in the walls. You should try their website or call the station to get the full story. It would makes a good case for breathable walls.",Normal
8500????? That's twice as valuable as your car! Can't you get a used one for $3000?,Normal
Nice. how much? Are you trying to keep the economy going?,Normal
Testing. Sell low and buy high ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/31/2001 04:51 PM --------------------------- From: Phillip K Allen 01/12/2001 08:58 AM To: 8774820206@pagenetmessage.net cc: Subject: testing,Normal
"Jeff, Before you write off the stage, a few things to think about. 1. Operating expenses include $22,000 of materials for maintenance and repairs. Plus having a full time onsite maintenance man means no extra labor cost for repairs. There are only 44 units a lot of his time is spent on repairs. 2. What is an outside management firm going to do? A full time onsite manager is all that is required. As I mentioned the prior manager has interest in returning. Another alternative would be to hire a male manager that could do more make readies and lawn care. If you turn it over to a management company you could surely reduce the cost of a full time manager onsite. 3. Considering #1 & #2 $115,000 NOI is not necessarily overstated. If you want to be ultra conservative use $100,000 at the lowest. 4. Getting cash out is not a priority to me. So I am willing to structure this deal with minimum cash. A 10% note actually attractive. See below. My job just doesn't give me the time to manage this property. This property definitely requires some time but it has the return to justify the effort. Sales Price 705,000 1st Lien 473,500 2nd Lien 225,000 Transfer fee 7,500 Cash required 14,500 NOI 100,000 1st Lien 47,292 2nd Lien 23,694 Cash flow 29,014 Cash on cash 200% These numbers are using the conservative NOI, if it comes in at $115K then cash on cash return would be more like 300%. This doesn't reflect the additional profit opportunity of selling the property in the next few years for a higher price. Do you want to reconsider? Let me know. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/31/2001= =20 07:12 AM --------------------------- Susan J Mara@ENRON 01/30/2001 10:10 AM To: Alan Comnes/PDX/ECT@ECT, Angela Schwarz/HOU/EES@EES, Beverly=20 Aden/HOU/EES@EES, Bill Votaw/HOU",Normal
"Lucy, What is the latest? Write me a note about what is going on and what issues you need my help to deal with when you send the rentroll. Phillip",Normal
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/06/2000 04:04 PM --------------------------- ""Lucy Gonzalez"" <stagecoachmama@hotmail.com> on 12/05/2000 08:34:54 AM To: pallen@enron.com cc: Subject: Phillip, How are you and how is everyon",Normal
