Class_Label,Text
Harrasment,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;"
Harrasment,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh"
Harrasment,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!"
Harrasment,"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner"
Harrasment,"""@_iwantfranny: He's a hoe , I can't"""
Harrasment,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets"
Harrasment,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;"""
Harrasment,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe.."
Harrasment,"""@adriwadrri: No love for these fuck niggas"" hoes*"
Harrasment,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers."
Harrasment,"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah."
Harrasment,"""@alejandra_p13: These bitches love Sosa"""
Harrasment,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh"
Harrasment,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy"
Harrasment,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally."
Harrasment,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me"
Harrasment,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe"
Harrasment,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;"
Harrasment,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype"
Harrasment,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine"""
Harrasment,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh"
Harrasment,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe."
Harrasment,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie"
Harrasment,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!"
Harrasment,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol"
Harrasment,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me"
Harrasment,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh"
Harrasment,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh"
Harrasment,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine"""
Harrasment,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892"
Harrasment,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded"
Harrasment,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*"
Harrasment,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;"
Harrasment,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*"
Harrasment,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah"
Harrasment,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on."""
Harrasment,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God"
Harrasment,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that"
Harrasment,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?"
Harrasment,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon"
Harrasment,"""@jSadass: loud bitches annoy me"""
Harrasment,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu"
Harrasment,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy"
Harrasment,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied..."
Harrasment,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye .."
Harrasment,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !"""
Harrasment,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;"
Harrasment,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;"
Harrasment,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!"
Harrasment,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage"
Harrasment,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies"
Harrasment,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."
Harrasment,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr"""
Harrasment,"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn"
Harrasment,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard"
Harrasment,"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend."
Harrasment,"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12"
Harrasment,"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best"
Harrasment,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:"
Harrasment,"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:"
Harrasment,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh"
Harrasment,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah"
Harrasment,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"
Harrasment,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
Harrasment,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf"
Harrasment,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."
Harrasment,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD"
Harrasment,"""@realFORTES: Grudges are for weirdos""and bitches"
Harrasment,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"
Harrasment,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!"
Harrasment,"""@royalswagg_: using y=mx+b to find the slope of that ass"""
Harrasment,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
Harrasment,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah"
Harrasment,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
Harrasment,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""
Harrasment,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker"
Harrasment,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is"""
Harrasment,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
Harrasment,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
Harrasment,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*"
Harrasment,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout."
Harrasment,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
Harrasment,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
Harrasment,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
Harrasment,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
Harrasment,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
Harrasment,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!"
Harrasment,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
Harrasment,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP"
Harrasment,"""@trutherbot: does he look like a bitch?"" @el_capacitor"
Harrasment,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"
Harrasment,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*"
Harrasment,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker."
Harrasment,"""@witmyRUDEass: These newly gay bitches don't kno how shit works"""
Harrasment,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol."
Harrasment,@DouneAldy what are you doing tonight pussy?
Harrasment,"@DrMalvo 
I likes it back dare. It's free fo me cause whitey pay da fee"
Harrasment,"@DrMalvo @_Rotten__ 
Who is da ""we"" whitey?"
Harrasment,"@Drake thank you for the lyrics, these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick"
Harrasment,@Dranumaya wrong maybe you been dealing with pussies but I don't put up with that crap. If I f*** up telling me I f***** up. Keep it real
Harrasment,@Dre_Day200 bitch
Harrasment,@Dre_Day200 nig nog
Harrasment,@Dre_thinks lol lil bitch
Harrasment,@Dre_thinks that damn coach ain't never called back bitch ass
Harrasment,@DreadHeadxx bitch hallon
Harrasment,@DrewHelms21 I know right so much retard
Harrasment,@DriveMy_Lexis yasssss bitch yasssss &#128525;
Harrasment,"@Druggzz_ Its gonna bring it down though unless its turning into a welt already, like a bubble wit pussy. Gotta pop it an it'll be gone"
Harrasment,@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good
Harrasment,@Dswizzle3 bitch i dont even look like that keep talking and we going to fight
Harrasment,@Dswizzle3 bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy
Harrasment,"@Dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap, u couldn't rap if your life depend on it"
Harrasment,@Dswizzle3 naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere
Harrasment,@Dswizzle3 oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black
Harrasment,@Dswizzle3 yea thats what i thought pussy boy u r a fucking thot
Harrasment,@Duckin_Fope thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.
Harrasment,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.
Harrasment,@DustinHooper225 should be lol lil bitch
Harrasment,"@DutchBrosPlease you're welcome, I miss you too nig nog"
Harrasment,@EGP_Guamo @SonicBoomBrad I'm assuming it would look something like a bitch slap and a Dickpunch
Harrasment,@EJTHR33 You do got alla da hoes..
Harrasment,@EVBY_HATES_ASH that bitch wants everybody out though.. thats the same shit she did to me at one point
Harrasment,@EZadick don't fail bitch
Harrasment,@EaTMyTweetZz @LilButtSHAR that bitch hit the chick when she won't looking.. That shit weak af
Harrasment,@EaTMyTweetZz Huh? I been with Verizon for 4 years bitch.
Harrasment,"@EaTMyTweetZz text me, we don't noisy hoes watching"
Harrasment,@EaglesandHeat @Bpfillherup @SoleUniv nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? http://t.co/NaadECTQAk
Harrasment,@EatMyTattoos that was real nicca shit tho lol
Harrasment,@Eba_sandman you mean bitch ass pussy
Harrasment,@EcliptiK @zFearless @prihncess @SSickStory mine pussy
Harrasment,@Eddie_Hayden1 lol yeah bro good choice. But bitches do love foreign whips so it's a personal decision
Harrasment,@Eddie_Sativa87 pussy.
Harrasment,@EdgarGuillenjr @imthatsubieguy @blakeanderson21 @joshhandsomee87 you ain't 6 feet under its not over pussy
Harrasment,@EdgarGuillenjr @jo_clark6 @blakeanderson21 your a bitch if you hit a girl
Harrasment,@EdgarGuillenjr @jo_clark6 @dalton_ryann @dault24 @blakeanderson21 @justinmiculka01 @ktit_418 @aaronbaxter9 you a bitch Edgar
Harrasment,@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch
Harrasment,@ElJefeDeJefes4C damn bitches on a niggas mind haha
Harrasment,"@ElaineeEspinoza *you're, *bitch"
Harrasment,@Elijahfnbaby bra I'm bout to blaze this bitch
Harrasment,@ElizabethBatman &amp; @z0mbiedance are bitches.
Harrasment,"@ElizabethBatman We doing it Lizard. Unless you skype us, bitches."
Harrasment,@ElizabethBatman bitch.
Harrasment,@Elvis_NotPresly I gt android dmt kno whats in that box my nig
Harrasment,@ElyssaJankowski @ComedyTextings haha she a stupid hoe
Harrasment,@EmmaNillaNilla cocky sons of bitches
Harrasment,@EmmanuelRodz11 WILLIAN up in that hoe &#128514;&#128514;&#128514;&#128514;
Harrasment,@EmpressTaTa aww man we had a BALL. Small lil affair. Set that bitch out!
Harrasment,@EricWithAHotDad bitch I work 24 hours a day to protect your freedom fuck you #AlwaysOnWatch #GlobalForceForGood
Harrasment,@EricWithAHotDad bitch I'm done with school
Harrasment,@EricWithAHotDad faggot
Harrasment,@Eric_Mariners @JC_1221 point that sasquatch bitch out
Harrasment,@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this hoe wasn't loyal http://t.co/LG83fwLdwp
Harrasment,"@ErinSaberSix im 99 slay bitch, im wearin bandos armor cause im so rich, i got my slayer helm and my whip droppies"
Harrasment,@Ese_Miro bitch please &#9995;
Harrasment,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake they can see this dumbass nigger
Harrasment,@EvanBecker513 what are you doing bitch
Harrasment,@Evan_White4 @jeremy_hemsley really that's why we got side hoes &#128526;
Harrasment,@EvelDick Y am I not surprised UGLY MIKE BOOGIE has to buy pussy??!!!!
Harrasment,@EverybodyHatesX shut up bitch and focus on that L tomar
Harrasment,@EzraxDavis you want my pussy so bad
Harrasment,@FAGHETTIOS speak english prude ass white bitch
Harrasment,@FAGHETTIOS thirsty basic ass bitch
Harrasment,@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah
Harrasment,@FRANKTHEFOB ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace &#9996;
Harrasment,@FabianMleal aoas you write back bitch lol
Harrasment,@FabianMleal bitch lol
Harrasment,@FabianMleal no bitch lol I'm not about that life anymore
Harrasment,@Faisal_nizam khaye I can't see your freakin emojis I'm a basic bitch today.
Harrasment,@Fapplebee dude tell me why that's so true my mom has this friends from Texas trying to hype redskin football and shit
Harrasment,@Farrahisawhore @PersianFarrah nice account faggot
Harrasment,@Fatass_mee pussy
Harrasment,@FazeyBaby @kmichelle @souljaboy who can vouch for ya pussy tho k?
Harrasment,"@FemsHaveBallz what an unfortunate clothing choice... Hoes with the crooked belly ring. Completes the ""dumb trash"" motif perfectly"
Harrasment,@FenkellPayroll y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!
Harrasment,@FernandezIce quit being a pussy
Harrasment,"@FeyeNody Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting."
Harrasment,@FightsOnVine bitch dont even think about playin wit me!
Harrasment,@Fit4LifeMike @chanelisabeth shut up fuckin beaner
Harrasment,@FixItJESUSx just be a hoe then
Harrasment,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg
Harrasment,@FlawlesS_Dv @AboutStrafe @NexSmitsky I also like how I'M called the hoe when I've been saying stop.
Harrasment,@FlawlesS_Dv @TehDucKii pussy ass bitch
Harrasment,@FlawlesS_Dv dont be a bitch smh
Harrasment,@FlightYung that's what I call a crash dummy hoe
Harrasment,@FloralElephants *pom poms* YOU MAKE THAT SHIT YEAHHHH
Harrasment,@FlyGuyChanze lol you tell that bitch
Harrasment,@FlyoutChase @Harold_Major LMFAOOOO if that bitch didn't change his @ so much I could find more
Harrasment,"@FrancoisKilljoy bitch stop hatin cause they ain't make em in toddler size. You should be happy, they make em in GS now"
Harrasment,@FrankieJGrande ugly white bitch
Harrasment,@Frankiee_559 dont be a bitch man up lol :)
Harrasment,@FredBrooklyn @DoubleGunsChip That is great. Dumb crybaby pussy.
Harrasment,@FredRPVasquez damn he was my bitch for Eddie Johnson teams last year
Harrasment,"@FreddieGibbs Lol, always with the complaining and crying. Just like when Jeezy broke up with you cause your a moaning old bitch."
Harrasment,@FreeBlazeGawd lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is
Harrasment,"@Freegeezy17 nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!"
Harrasment,@Freegeezy17 shoot that nigger bitch in the knees....
Harrasment,@FuckTheMallcops @theharris338 @MrMooncricket @BobbyBotsods @JimTalbot1963 @UncleUnco aids fuck? Smdh u punk bitch.
Harrasment,"@FuckTraVonn ahh I see, I'm still a rook about the knowledge of THE hoe. But I'm progressing."
Harrasment,@FuckingCashBro you&#8217;re a little bitch x2
Harrasment,@FukknTyler I ain't light skin nigga I'm even colored lmao
Harrasment,@FukknTyler nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;
Harrasment,@FukknTyler u a bitch in niggas clothing shut yo ass up &#128514;&#128514;&#128514;&#128514;&#128514;
Harrasment,@Fulf_ShawnFulf peckerwood
Harrasment,"@FusionRocks @jumabr 
I likes me dem Mexican hoes. Day suck me off for 5 dollas"
Harrasment,@FvckMike_ I was bout to smack a bitch.
Harrasment,@FvckMike_ bro this bitch really stood there and was like you gonna give me my penny?
Harrasment,@FzRodl exception for Gilda Radner that bitch was funny
Harrasment,@G27Status @VikkiFusco @flyersfan You're still a bitch
Harrasment,@G27Status Them stop being a bitch and do it
Harrasment,@GBLeighton remember 94 can be a bitch! Stop to drink if you get stalled #wib advice!
Harrasment,@GDuenez ur one to talk bitch
Harrasment,"@GGChanel @jesjosie Yeah, it's fuck that Jigsaw-faced bitch everyday, B."
Harrasment,@GMANisTBE thanks dumb bitch
Harrasment,@GOOSEmon420er you were there bitch lol
Harrasment,@GOOSEmon420er you're being a bitch lol but naa serio wassuo
Harrasment,@GYPMATIC45 i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
Harrasment,@G_Anderson4 lol it's gonna be so fun got two niglets on the way
Harrasment,@G_Babyrachi niccas dnt kno bout da art of finessin
Harrasment,@GabrielaAngela4 @DeliaParedez @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar @rikki_lovee whatever Gabby! You hoe
Harrasment,@GabrielaAngela4 @StephyRae7 Gabby why are you so ghetto?
Harrasment,@GabrielaAngela4 I am always there bitch!
Harrasment,@GallagherEmily nigra in da back
Harrasment,"@GenuinelyOT lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground."
Harrasment,"@GenuinelyOT you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does."
Harrasment,@Get__Em__Craig I hear ya hoe
Harrasment,@Get__Em__Craig I was sleep hoe where you at
Harrasment,@Get__Em__Craig funky hoe you gone solo
Harrasment,@Get__Em__Craig lol I will be there in the morning hoe
Harrasment,@Get__Em__Craig naw hoe let me see if you got Keisha
Harrasment,@Get__Em__Craig you owe two hoe I don't wanna hear shit when I hyu
Harrasment,@Gethenian ffffffffffffuck. Baratheon rebellions are a bitch.
Harrasment,@GforGent bitch what happen to comin thru
Harrasment,@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo
Harrasment,@GiantRaiderKing oh you sneaky son of a bitch you
Harrasment,"@GiftedHussle94 @DallyJackson @TreFreedawg ""babe it's the thought that counts""..""bitch you a thot"""
Harrasment,"@GinaMarieZ all I did was bitch about Jessie, still love you anyway"
Harrasment,"@GingerDemoness 
Den you enjoy da nite wit a colored man. We do it again in 2 weeks. Lets me no if I needs ta bring da magnums"
Harrasment,"@GingerDemoness 
My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece"
Harrasment,"@GingerDemoness @jcapswgr 
All dem colored boys be sayin I dare baby daddy. I gots to protect my semen under da lock and key. And I wrap 2x"
Harrasment,"@GingerDemoness @mjkeenan 
Does da N mean negro?"
Harrasment,@GirlThatsVonte dese bitches n my shot nigga
Harrasment,@GirlThatsVonte i wont ima come piss in yours bitch
Harrasment,@GirlThatsVonte lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga #PissinInDaBedAssBoy
Harrasment,@GirlThatsVonte no it ainn bitch
Harrasment,@GirlThatsVonte shut up bitch
Harrasment,@Gjulio34 we don't love this hoes
Harrasment,"@Glodupshawdy @ManOnThe_Moon_ @_tonydennis @lilthickgawdess @CHILDISHCUDl @ninathegoat @YUNGRAPE basic bitch comeback, expected"
Harrasment,@Gloryyyy18 brooooo I miss you bitch
Harrasment,@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
Harrasment,@GoHard_Brown @your_daddy9 &amp; xavier you bitch.
Harrasment,@GociveiX you egg spam bitch
Harrasment,"@Godbody_ream ""I want to eat your pussy"" &#128514;&#128514;&#128514;"
Harrasment,"@GoldGloveTV Neither does your fucking cat, pussy."
Harrasment,@Goldee_Locx lmao real shit though them bitches be dumb as fuck smh
Harrasment,@GoldieMack_ hoe told me she was gonna chop my dick off ... She was from Baltimore
Harrasment,@GoneWithKalijah I watched the 1st season bc I wanted to see the diff sides of Elijah. Not to see a thristy hoe who uses Walgreen's hair dye
Harrasment,@GorgeousCamry_ @itsDeSha__ man get yo bitch ass out my mf mentions man with all tht bs u trippin
Harrasment,@GorgeousCamry_ bitch fck all lay wat you wanna do
Harrasment,@GorgeousCamry_ fight or nah dumb bitch &#128530;
Harrasment,@GorgeousCamry_ ight bitch ima see u
Harrasment,@GorgeousEra come so you can record him saying he's my bitch
Harrasment,@Gorillaleo fuck your chicken sandwich ho!!!
Harrasment,@GossipCop screw the little porch monkey!
Harrasment,"@GossipCop the coon, n coon wanna b got what they should have, except should have been more time in jail"
Harrasment,@GossipCop they are all idiots except kourt.... the rest are just slutty ass bitches
Harrasment,@GossipCop y don't both of those fat bitches die
Harrasment,@GovJayNixon U should just pull out &amp; let #Ferguson fend for themselves. It has been a week. Wasting manpower. Most r just attention hos
Harrasment,@GrandeHead I got that hoe bootlegged haha if you wanna borrow it
Harrasment,@GrandeHead biiiiitch that hoe looks perfect haha but iight
Harrasment,@Grayse_Kelly Some women get in a relationship quick so they won't feel like a hoe for having sex.
Harrasment,"@Great_White12 get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny"
Harrasment,@GregyBalls Asian pussy?
Harrasment,@GrizzboAdams @wyattnuckels I'm on that straight Cali kush bitch don't kill my vibe
Harrasment,@GrizzboAdams @wyattnuckels bitch I got plans to fuck tonight I said friday nigga
Harrasment,@GrizzboAdams @wyattnuckels bitch I make the plans not you pussy fart I'm in charge follow me or deny me I'm doin Friday and were fighting!!
Harrasment,@GrizzboAdams @wyattnuckels fuck you bruh you didn't show up fucking pussy
Harrasment,@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush
Harrasment,@GrizzboAdams @wyattnuckels ight this Friday nig
Harrasment,@GrizzboAdams @wyattnuckels this Friday at the c burg mall you gettin whipped like the bitches I fuck
Harrasment,@GrizzboAdams dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch
Harrasment,@GrizzboAdams ight nigga tonight at 9:00 c burg mall bitch
Harrasment,@GrizzboAdams why you crying then baby back bitch?
Harrasment,@Groovy_Ear straight up your hoes can wait !
Harrasment,"@Growword no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch"
Harrasment,"@GuTsSidious Yeah, so quit being a bitch and edit."
Harrasment,@GuTsSidious get into Devil first bitch! Roasted.
Harrasment,"@Guz1012_ I've had to do it in multiple classes. Ain't really that rare. Also, don't call your teacher a bitch on twitter."
Harrasment,@GwendolynC28 thanks nig&#128540;
Harrasment,"@HAL3Ygang she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""BYE Falicia!"""
Harrasment,@HAUNTINGILINSKY @sorryimalex you actually think he'll do that? lil bitch can't punch a potato
Harrasment,@HBMostDope @SODMG_P_COOK both of y'all pussy boa!
Harrasment,"@HOGANnoHulk_ @Lov3Tadaisha Terrance you wanna be one of my ""hoes"" &#128514;&#9995;"
Harrasment,@HOMELESSBITCH Can I bitch about not having smoke??
Harrasment,@HTTRdcRising fuck your redskins bitch!
Harrasment,@H_TownRacer shit tell that pussy to come out of retirement and show up Kareem Jackson then he can get respect
Harrasment,@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj
Harrasment,@HaleyJoanis lick my pussy and ma crack
Harrasment,@Halfbakd_Kitten ill finger ur tight pussy so slowly you'll be moaning my name bby
Harrasment,@HalieMaranda @Huntermoore bitch u perfect
Harrasment,@HanSolosSon bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man.
Harrasment,@Harbison92 you knw where i am pussy i hate when u ask me tht
Harrasment,"@Harry_Dillema @SvensTweet @wltrrr vraag t Sven,hij denkt: Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)"
Harrasment,@HarrysBoyLouis @CurveMe I was laughing at a joke about 9/11 big different bitch.
Harrasment,@HarveyLevinTMZ sal tryin 2 pull a K. Ferderline..lazy ass son of a bitch
Harrasment,@HazelEyedBarbi She walks away!? What a pussy.
Harrasment,@HearttBreakerr_ @never_reggies @capital_screezy is that all u can say twat?
