v1,v2
Normal,"Phillip Good Morning! I hope you had a wonderful Thanksgiving with your family and safe travels. As per our meeting on Tuesday, please identify people you think will be good for the expert story roles. You can provide me a list and either contact them first or provide me with an introduction to get their commitment. Thanks a million in advance for your continued support of this project. Cheers Kirk ---------------------- Forwarded by Kirk McDaniel/HOU/EES on 11/23/2001 11:06 AM --------------------------- ann.s.chen@accenture.com on 11/20/2001 09:14:57 PM To: <Kmcdani@enron.com> cc: Subject: SMEs for expert stories Hello Kirk -- Hope you are doing well! Just wanted to let you know that I will be taking over the role of producint the expert stories for our simulation. I understand you will be obtaining the SMEs who will be providing us with expert stories. Thank you for your help. Here are a few guidlines to keep in mind: Number of SMEs needed: 10 Number of expert stories: 20-25 Characteristics: SME needs to be willing to speak in front of the camera, a mix of structurers, originators and traders I've included below a slightly revised version of the process that we will follow for working with the SMEs to develop and film the stories. The main difference is that we need to get the list of SMEs by 11/28, instead of 11/30. By 11/30, we need to have contacted the SMEs and set up time with them for the following week. I think that to contact 10 SMEs will take at least 2 days, especially since one of the days is a Friday. (11/26-11/28) --Obtain contact information for expert story SMEs (11/28-11/30) --Contact SMEs to give them background regarding the simulation, describe their role in the simulation, set up a time to discuss ideas, and set up a time for video shoot. (12/3-12/6) --Meet with SMEs to discuss the categories of content we need and where they can provide stories. --Send follow-up e-mail asking SMEs to review the stories (questions and answers) that we will ask them during the video shoot. --Make changes to stories, if necessary. --Send final stories and video shoot logistics to SMEs (12/10-12/12) --Video shoot Please let me know if you have any questions. Thanks, Ann This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
Normal,"Michelle Here are my very minor comments. However we still need to wait on any additions, based on meeting with SME's today. One concern is the firing of the learner who performs bad in the final two scenarios. Do we face any copyright issues using the CNN type themes? In addition, I think we need to stay clear of anything that remotely seems like California or anything that really happen with Enron? (i.e. So-cal Waha) In addition, comments on regulatory issues may be a problem (i.e. California Legislature). Sheri When you read all the scripts together and due to the similar mechanics being taught it appears very repetitious. Thus I do believe we need to maybe use a ""Dateline"" type theme for one, and a ""60 Minute"" type theme for another scenario vice just the CNN type theme. In the last two scenarios can we include a promotion out of the associate program for the stellar performers (i.e. title change to manager)? Cheers Kirk ---------------------- Forwarded by Kirk McDaniel/HOU/EES on 11/27/2001 09:31 AM --------------------------- Kirk McDaniel 11/27/2001 01:41 AM To: Michelle Cash/Enron@EnronXGate cc: Tim O'Rourke/Enron@EnronXGate, Yevgeny Frolov/Enron@EnronXGate, mery.l.brown@accenture.com, Subject: RM Simulation Storyline Scripts - Ready for Legal Review Michelle Thanks for your support of the BRM project. Here are the remaining scripts. Tim and I will review them too and forward our comments to you. Any feedback on the first two scripts? Again, Thanks!! Cheers Kirk ---------------------- Forwarded by Kirk McDaniel/HOU/EES on 11/27/2001 01:37 AM --------------------------- sheri.a.righi@accenture.com on 11/26/2001 05:29:09 PM To: kmcdani@enron.com cc: mery.l.brown@accenture.com, Subject: RM Simulation Storyline Scripts - Ready for Legal Review Kirk - I have combined all of the storyline scripts (Intro and Scenarios 1-7) for you to send to Legal for their review. Your comments were incorporated in the scripts for scenarios 1 and 2. We decided to refer to the company as both Energy Incorporated and Energy Inc. rather than using E.I. so that there is no confusion with Enron International. We will not have a coach exit for scenario 5 until EOD tomorrow after the Ed meeting. In reference to your concern over ""locking in a price"" as collusion, those were Phillip's words but we hope Legal will decide if we need to change them. Please let me know if you have any questions. (See attached file: RM Simulation - Intro & Scenarios 1-7.doc) Sheri A. Righi Accenture Human Performance Service Line Hartford - One Financial Plaza Direct Dial: 860 756 2245 VPN & Octel: 765 2245 e-mail: sheri.a.righi@Accenture.com This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited. - RM Simulation - Intro & Scenarios 1-7.doc"
Normal,"Team FYI Sheri The 3 SME's that have already committed to being on film need to be keep in the lope regarding the timeline. Also check with these 2 SME's for additional candidates (i.e. check with Mark Reese to see if Lamar Frazier would be interested). I would like to be conferenced in on the media calls & meetings. Also cc me on their emails or forward to me their emails. This will keep me in the loop. Thanks Phillip If you have some additional people in mind, we need them identified as soon as possible. Thanks Cheers Kirk ---------------------- Forwarded by Kirk McDaniel/HOU/EES on 11/27/2001 10:04 AM --------------------------- sheri.a.righi@accenture.com on 11/27/2001 09:09:46 AM To: kmcdani@enron.com cc: Subject: RE: Updates to our Video Production Timeframes and Scope Kirk - Thank you for helping us work towards sign-off from Enron Legal. Seeing as you haven't been closely involved, I thought you'd like an update on our media production tasks. As you know, we are completing our planning phase for the production of the storyline scripts. Our media vendor, Cramer, has been extremely helpful and enjoyable to work with. Below is an email from Steve, the director for our storyline video, explaining where we are in the production process. Have a good day! Sheri A. Righi Accenture Human Performance Service Line Hartford - One Financial Plaza Direct Dial: 860 756 2245 VPN & Octel: 765 2245 e-mail: sheri.a.righi@Accenture.com ----- Forwarded by Sheri A. Righi/Internal/Accenture on 11/27/2001 09:05 AM ----- Steve Johnson <SJohnson@crameronline.co To: Sheri A. m> cc: Chris Ciotoli <CCiotoli@crameronline.com> Subject: RE: Updates to our Video Production Timeframes and Scope 11/26/2001 11:27 AM Hey Sheri, I hope you had a great Thanksgiving! I can't believe it's over already! Anyway...we've shuffled the schedule around, securing the 6th and 7th of December for the shoot in the studio. We're working on finalizing the edit dates to reflect that shift. Chris is moving to hold all talent for those dates. I guess it's now in the hands of legal! As soon as we confirm the edit suite availability we'll revise and post the new schedule. We're scheduled for our weekly call tomorrow but if anything comes up just give me a buzz! Thanks Sheri! Steve -----Original Message----- From: sheri.a.righi@accenture.com Sent: Wednesday, November 21, 2001 1:42 PM To: SJohnson@crameronline.com; CCiotoli@crameronline.com Cc: mery.l.brown@accenture.com; Subject: Updates to our Video Production Timeframes and Scope Hello Steve and Chris - Recently, there were changes to the overall number of our scenarios in our simulation. There will be seven scenarios versus the nine we have been discussing. These changes result in: Deletion of 2 intro and 2 exit videos Deletion of six interview questions (see more detail below) No additional characters. We will still need all characters (and talent) that we have casted for. Laura has been working with John to make the required edits to the scripts. We have recieved today (mid-day). Based on our last discussion, I'd like to recommend we set the date for our shoot for the end of the first week in Dec. Specifically, Dec. 6th and 7th. This recommendation is based on the response I received from our project manager in regards to the time it will take to have Legal review our scripts. Please let me know if you have any questions. Thank you and have a wonderful Thanksgiving! Sheri A. Righi Accenture Human Performance Service Line Hartford - One Financial Plaza Direct Dial: 860 756 2245 VPN & Octel: 765 2245 e-mail: sheri.a.righi@Accenture.com ----- Forwarded by Sheri A. Righi/Internal/Accenture on 11/21/2001 01:30 PM ----- Laura A. de la Torre To: Mery L. Sheri A. 11/20/2001 05:35 PM cc: Subject: Conversion and Arbitrage Q&A These are the changes resulting from omitting conversion and arbitrage From Scenario 6 Conversion: -delete Q # 1, 2, 6 -move Q #3 to scenario 5 (power plant) and make the Q be for the financial trader, Garcia -move Q #4 and #5 to scenario 9 (storage) and make them be for the structurer, Chen From Scenario 7 Arbitrage: -delete Q #1, 2, 3 -move Q#4 to scenario 9 (storage) and keep it as a Q for the physical trader (Rick Lee) Laura de la Torre Accenture Resources Houston, Texas Direct Dial 713.837.2133 Octel 83 / 72133 This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited. This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
Normal,"Phillip, Ina scheduled the conference room for tomorrow, so she's probably already got it on your schedule, but FYI - our meeting will be in the new Enron building, Room 6104. See you at 10:00. Mery This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
Normal,"Phillip; This attachment is my start on your 1031 search. From my experience, you will probably need to park the money until we find the right investment for you. I have not had time to analize all of the possibilities. Are you coming on Friday? Do you want me to drive by these properties tomorrow, or are we going to do it Friday? Please reply - Phillip Allen 1031 Spreadsheet.xls"
Normal,"Phillip; Could you please e-mail me the draw file you created for Bishops Corner. I was working on submitting it to you and rather then recreate it I should just have you send it back to me to fill in the new draw totals. Also, I need the vendor payee list that you created for the Land and Soft costs. I need to re-format it by draw number and to the Bank One format, and again it would be easier to get it from you then to re-create it. Please take a look at the following summary and compare to your numbers to see if you agree. Land And Soft Costs - Initial Draw $ 1,608,683.05 Galaxy - Draw # 1 $ 250,000.00 Galaxy - Draw # 2 $ 223,259.09 Total Paid To Date Cash $ 2,081,942.14 Project Cost $ 10,740,980.87 Loan Amount $ 8,055,736.65 Equity Required $ 2,685,244.22 Developer Profit $ ( 326,202.57) Balance Of Funding $ 2,359,041.65 Total Paid To Date $ 2,081,942.14 Balance To Fund Cash $ 277,099.51 Galaxy - Draw # 3 $ 467,566.66 Bank One Draw # 1 $ 190,467.15 Final Cash Funding $ 277,099.51 I think you thought you had more to fund. However, I do not see that you accounted for the cash portion of the Developer fee that you paid CIS. Am I looking at this right? Please let me know and attach? the files discussed above. I am working all day Monday so I hope I can get it before then if possible. Thanks A Lot Greg Thorse"
Normal,Let me know if the link that I just sent for trv website doesn't work for you. That is how I will start to publish this sheet. -Ryan 5-3874
Normal,"Hello: Integrity Realty Services has the following property available for sale: 1) 11815 North RR 620, Austin, Texas 78750 -- A one story retail strip center with an Exxon convenience store with fuel sales located in one of Austin's most rapidly growing areas. Excellent visibility and access from both RR 620 and El Salido Parkway. Purchase Price: $975,000 Improvements: 9,594 Square Feet For More Information: Thank you. Joe Linsalata Integrity Realty Services 205 South Commons Ford Road, No.1 Austin, Tx 78733-4004 Office: 512.327.5000 Fax: 512.327.5078 email: joe@integrityrs.com large email's: integrity1@austin.rr.com IF YOU WISH TO NO LONGER RECEIVE EMAILS FROM ME PLEASE REPLY TO THIS EMAIL MESSAGE AND I WILL REMOVE YOUR EMAIL. THANKS."
Normal,[IMAGE] [IMAGE] This email is not sent unsolicited. This is an Open2Win mailing! This message is sent to subscribers ONLY. The e-mail subscription address is: pallen@enron.com To unsubscribe please click here. or Send an email with remove as the subject to remove@opthost.com
Normal,"Phillip, the insurance/repairs numbers are actually overstated; they are based on calculations from USPSL owners and agents like us who have helped clients buy and sell post offices for years. With regards to the exercising of renewal options, you might be interested to know that the USPS actually renews these 94% of the time; some post offices are in the 75 years and above range on leases. And finally, the construction costs are reflective of the construction codes and practices the USPS requires for contractors. These are well-built facilities, last a long time, and can be converted to many other uses if the post office moves out. I have added another post office for your consideration. It's in McAllen, is a multi-tenant building, and has a fairly strong cap rate. The flyer is attached. In any case, I would be glad to help you look for other investment possibilities over here. Do let me know what you've already found, and what you might like to find. I look forward to hearing from you. With best regards, Jim Wills Phillip.K.Allen@enron.com wrote: > Jim, > > Your spreadsheet shows the same type of return I was calculating. Your > insurance and repair numbers seem very low. Also, assuming that the > options to extend at higher rates will be exercised is a huge leap of > faith. I don't believe these properties cost any where near the $150+/sf > that they are being offered at. > > Based on the optimistic back loaded returns, I would not be comfortable > purchasing a post office at this time. Thank you anyway. > > Phillip > > -----Original Message----- > From: James Wills <jwills3@swbell.net>@ENRON > Sent: Tuesday, November 20, 2001 8:56 AM > To: pallen70@hotmail.com; pallen@enron.com > Subject: PO spreadsheets > > Phillip, > > Hope you are doing well this week, and have great plans for > Turkeyday!! > We'll be with family in Austin, and kind of on a maiden voyage in our > '83 Avion that we're upgrading for camping! > > Here's a look at three post offices in a slightly different manner. > Remember that the Roma one is about 5 years old, was a 15 yr lease > originally. The other two are new. > > The Roma is like buying a savings account. It would be paid off in 10 > years, you would reap some cash flow during that period, then the > bonus > kicks in after that with the 10 yr. renewals at a higher lease income > after it's paid off. It would probably go beyond another 10 years. > Cash > on cash returns don't mean as much on shorter amoritazations like > Roma. > > We have shown this info and flyers to several people, so do let us > know > if you are interested in any of them...I really don't think they will > last long. With best regards, Jim Wills > > - new analysis.xls << File: new analysis.xls >> > > > This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. > - Mcallen.wps.doc"
Normal,"Please be advised that this information is confidential and proprietary. We ask that this confidential information be treated as such, in accordance with applicable laws and regulations governing disclosure of confidential information by gas marketers such as Enron."
Normal,This request has been pending your approval for 35 days. Please click to review and act upon this request. Request ID : 000000000067320 Request Create Date : 10/11/01 10:24:53 AM Requested For : matt.smith@enron.com Resource Name : Risk Acceptance Forms Local Admin Rights - Permanent Resource Type : Applications
Normal,"Wow! this looks complicated. let me get some help on this and get back to= you -----Original Message----- From: =09Allen, Phillip K. =20 Sent:=09Friday, November 16, 2001 8:38 AM To:=09Whalley, Greg; Lavorato, John Subject:=09FW:=20 Greg, After making an election in October to receive a full distribution of my de= ferral account under Section 6.3 of the plan, a disagreement has arisen reg= arding the Phantom Stock Account. =20 Section 6.3 states that a participant may elect to receive a single sum dis= tribution of all of the participant's deferral accounts subject to a 10% pe= nalty. This provision is stated to be notwithstanding any other provision = of the plan. It also states that the account balance shall be determined a= s of the last day of the month preceding the date on which the committee re= ceives the written request of the participant. In my case this would be as= of September 30th. I read this paragraph to indicate a cash payout of 90%= of the value of all deferrals as on September 30, 2001. The plan administ= rators, however, interpret this paragraph differently. Their reading yield= s a cash payout of 90% of the value for deferrals other than the Phantom St= ock Account, which they believe should be paid with 90% of Enron Corp. sha= res in the account as of September 30, 2001. Their justification is that i= n several places throughout the plan document and brochures it is stated th= at the distributions of the Phantom Stock Account shall be made in shares o= f Enron Corp. common stock. There are two reason that I do not agree with their interpretation. First,= section 6.3 begins with ""notwithstanding any other provision of the Plan.= "" This indicates that any other payout methodologies described in other se= ctions of the plan which deal with normal distribution at termination do no= t apply. Second, the language in section 6.3 stating ""a single sum distrib= ution of all of the Participant's deferral accounts"" indicates that one pay= ment will be made not a cash payment separate from a share distribution. The interpretation of the administrators goes beyond section 6.3. If that = is the case then section 7.1 should apply. This section does provide for t= he Phantom Stock Account to be paid in shares. However, it states ""The val= ue of the shares, and resulting payment amount, will be based on the closin= g price of Enron Corp. common stock on the January 1 before the date of pay= ment, and such payment shall be made in shares of Enron Corp common stock"".= This would result in approximately 8.3 shares to be distributed for every= share in the account on January 1, 2001. Although this would be the most = beneficial to the participants due to the decline of the value of Enron Cor= p. common stock from $83 to $10 per share, this methodology goes beyond se= ction 6.3. The calculations below illustrate the difference in the value and method of= distribution under each of the three interpretations: Section 6.3=09=09Plan Administrators=09=09Section 7.1 Number of shar= es Relative share Phantom Stock 10% -600=09=09=09=09-54,866 Value to be shares=09=09=09$493,792 Current stock shares=09=09=0949,379 shares I believe my interpretation under section 6.3 is correct and fair. If the = administrators insist on distributing shares instead of cash then section 7= .1 should apply. The current interpretation of the plan administrators is = a hybrid between the two sections resulting in the lowest possible payout. = =20 In addition to myself, Tom Martin, Scott Neal, and Don Black are facing the= same issue. I would appreciate your review and consideration of this matt= er. Sincerely, Phillip Allen =20"
Normal,"Phillip, Thank you for meeting with us today. I want to take a few minutes to summarize the decisions that came out of our meeting. 1. Feedback Approach: We will incorporate the ideas and suggestions you gave us and move forward with this approach. 2. SME Review of Knowledge System Topics: When the time comes for Topics reviews, we will send you the name of the SME who is responsible for sign-off on each topic. 3. Conversion and Arbitrage Problems: We will brainstorm ways to incorporate more problems without going over our 4-6 hour target. We will meet with you next Tuesday at 10:00 to review the problems as we've designed them so far and arrive at a solution. (I will send an e-mail Monday with the room number.) Have a good weekend. Mery This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
Normal,"PHILLIP, Free Software now available to you from Sega, IBM, Disney, Simon & Schuster and many others! You have been selected to receive unlimited free software programs from the biggest publishers in the world. Click below to receive your free software programs today! Click here: <a Members Click Here</a> All titles are full-version, CD-ROMs (not shareware or demos) that are currently sold in retail outlets for as much as $50 each. Act today while supplies last! So hurry up and take advantage of this (almost) too-good-to-be-true offer by clicking on the link below! Yes, I want free software! Click here: <a Members Click Here</a> Brought to you by FreeSoftwarePromotions in conjunction with Sega TM, IBM TM, Simon & Schuster TM and Crayola TM. Below are just a few of the 100's of titles that are ALL FREE! Visit our website to see more. American Heritage -History of the US Bodyworks 6.0 Chessmaster 5500 Compton's Complete - Interactive Cookbook Crayola Magic 3D Coloring Deer Avenger! Environmentally Safe Home Food Lover's Encyclopedia Future Cop - LAPD House Beautiful 3D - Interior Designer Inside the SAT & ACT Logic Quest Math Invaders Money Town Nuclear Strike Pink Panther Pizza Pilots Planetary Taxi Reader Rabbit Resumes That Work Road Rash Spellbound SEGA Rally Championship Simon & Schuster's New Millennium Encyclopedia Smithsonian: Total Amazon Think & Talk French Tom Clancy's SSN - Virtua Fighter Virtua Squad Virtual On Cybertrooper Webster's New World Dictionary & Thesaurus Weight Watcher's Light & Tasty Deluxe World Book Worldwide Soccer Click here: <a Members Click Here</a> PHILLIP, This email message may be a recurring mailing. If you would like to be removed from the United Marketing Strategies email announcement list, click on the link below (You may need to copy and paste the link into your browser)click below: <a"
Normal,Get your FREE download of MSN Explorer at http://explorer.msn.com -
Normal,"For purposes of an accelerated distribution from the PSA, a ""single sum distribution,"" in Section 6.2 means that a PSA account is distributed all at once, as distinguished from another form of payout as may have been selected by a participant in his or her deferral agreement. Section 6.2 is clear in that the account balance shall be determined as of the last day of the month preceding the date on which the Committee receives the written request of the Participant. A PSA account balance is reflected in shares of stock since the form of distribution is shares of stock. Additionally, any portion of a PSA balance attributable to deferral of restricted stock is administered under Sections 3.5 and 3.6 and Exhibit A of the Plan. This section is applicable now as we are accelerating the distribution of PSA balances created with deferrals of restricted stock. The Plan indicates that upon death, disability, retirement or termination, the share units are converted to shares which are issued to the executive according to the payment election made by the executive at the time of the deferral election. Therefore the distribution you will receive in shares is correct and we do not agree with your interpretation of the plan."
Normal,"Phillip, I will get a room for our Wednesday 10:00 meeting and e-mail you with the room number. FYI, our goal is to discuss the expert path (best answers) for the storage problem and to ask you some specific questions regarding storage. Also, if you have time, could you send me a definition of Intra-Month Risk? Thank you for your help. Mery This message is for the designated recipient only and may contain privileged, proprietary, or otherwise private information. If you have received it in error, please notify the sender immediately and delete the original. Any other use of the email by you is prohibited."
Normal,"[IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] Search Amazon.com for: We hope you enjoyed receiving this message. However, if you'd rather not receive future e-mails of this sort from Amazon.com, please visit the Help page Updating Subscriptions and Communication Preferences and click the Customer Communication Preferences link. Please note that this e-mail was sent to the following address: pallen@enron.com [IMAGE]"
Normal,"To all of our esteemed & prized Internet Banking (IBS) Clients: You probably have begun to wonder does anyone ever return phone calls (or e-mails). We really do but have been holed up trying to complete this project ASAP. We knew that this might upset some clients, but we found that this is the quickest way to fix this problem and get our users back on-line. We have finalized the movement of your customer account #s and re-linked your additional accounts back to your primary Login ID (Acct #). This process was more daunting than we anticipated and having to verify 1100 IBS users and account #s (to insure your data integrity and confidentiality) was even more grueling than expected. After verifying data and Login IDs, we believe that we are on the right track. Some of you (our IBS clients) might notice your accounts displayed more than once or additional accounts displayed that you may (or may not) want displayed on your IBS screen. Should this be the case, please e-mail (or phone) the information to us and we will remove this information right away. To our IBS Billpayer clients: During this process, we seem to have misplaced (blown away) your bill payment information (particularly anyone that has [had] reoccurring payments scheduled to process on particular days). This has become our highest priority to retrieve this information, thus alleviating the process of having to request that our IBS Billpayers re-enter this information. We are going to waive all bill payment charges for the months of November & December, 2001 to try and regain your confidence (and support). Again, we deeply express our regrets and hope that we (yourselves and ourselves) do not have to go through this process again. Should you be one of our IBS clients that still has not gained access to your account information, please refer to the following information: 1) You have entered your password incorrectly (or what you thought was the correct password) and been given the error message ""You have failed to correctly login three times today; please try again tomorrow, or contact the bank at 830-379-5236 to have your password reset."" This is the easiest problem to correct and we can fix this one quickly with you online (on the phone or by e-mail [our preferred method]). Should you receive this message, please call our Computer Department and ask for either myself (Howard Gordon) @ 830-401-1185, Christina Kirby @ 830-401-1189, or Lora Robles @ 830-401-1182. If you reach our voice mail (or another employee), please leave your Name, Account # and call back #. 2) You are not using the last six (6) digits of your ssn# (this is the ssn# or tin# of the primary account holder). Please try again using the last six (6) digits, or call us to determine who we have recorded as the primary account holder. Since we have released these accounts for IBS access, you will have to again use the last six (6) digits of your ssn# (this is the ssn# or tin# of the primary account holder), then you will be directed to a screen that asks for information such as: Name Address City, State Zip+4 Phone # E-Mail Address After entering this information and clicking submit, you will then be instructed to change your password to anything that you desire (you can at this point change your password back to what it was before). Always remember that your password is case sensitive. Again we want to thank you for your patience through this (trying) ordeal, and we look forward to serving your IBS needs in the future. Sincerely, Howard Gordon Network Manager - geninfo.vcf"
Normal,"[IMAGE] Get your FREE* Reward NOW! =09=09[IMAGE]=09 =09PHILLIP, this is for REAL... one of America's largest Internet companies= has granted you what may be an incredibly valuable reward. There are 3 R= eward Groups... you get to select 1 FREE* REWARD valued at up to $100.00, a= bsolutely FREE.* They are as follows: =09=09 [IMAGE] (Choose one reward valued at up to $100.00) =09 =09=09 =09=09=09 =09=09 [IMAGE] HURRY!!! These valuable Rewards can be withdrawn at anytime = so make your selection now. Choose one of the three Reward groups: (1) a FR= EE* Hayo Portable CD Player, (2) 2 FREE* Motorola Talkabout Two-Way Radios,= or (3) a FREE* Pen Cam Trio. Included with your FREE* REWARD you will be s= aving money on your long distance bill by signing up with Sprint 7? AnyTime= SM Online plan. This plan gives you 7? per minute state-to-state calling, w= ith no monthly fee**. Simply remain a customer for 90 days, complete the re= demption certificate you will receive by mail, and we will send you the FRE= E* REWARD that you have chosen above, for FREE*. * Requires change = of state-to-state long distance carrier to Sprint, remaining a customer for= 90 days and completion of redemption certificate sent by mail. ** When yo= u select all online options such as online ordering, online bill payment, o= nline customer service and staying a Sprint customer, you reduce your month= ly reoccurring charge and save $5.95 every month. Promotion excludes curren= t Sprint customers. =09"
Normal,"In today's Daily Update you'll find free reports on America Online (AOL), Divine Interventures (DVIN), and 3M (MMM); reports on the broadband space, Latin American telecom, and more. For free research, editor's picks, and more come to the Daily Investor: investor You are receiving this mail because you have registered for Multex Investor. To unsubscribe, see bottom of this message. ======================== Sponsored by ========================= Would you own just the energy stocks in the S&P 500? Select Sector SPDRs divides the S&P 500 into nine sector index funds. Pick and choose just the pieces of the S&P 500 you like best. http://www.spdrindex.com Featured in today's edition of the Daily Update: 1. SPECIAL ANNOUNCEMENT: Treat yourself to Multex Investor's NEW Personal Finance Channel to take advantage of top-notch content and tools FREE. 2. DAILY FREE SPONSOR REPORT: Robertson Stephens maintains a ""buy"" rating on Divine Interventures (DVIN). 3. FREE RESEARCH REPORT: Jefferies & Co. rates America Online (AOL) a ""buy,"" saying projected growth remains in place. 4. ASK THE ANALYST: Morgan Stanley Dean Witter's Lew Smith in the Analyst Corner 5. HOT REPORT: Oscar Gruss & Son's most recent issue of its Broadband Brief reports the latest developments in the broadband space. 6. EDITOR'S PICK: Bear Stearns measures the impact of broadband and the Internet on telecom in Latin America. 7. FREE STOCK SNAPSHOT: The current analysts' consensus rates 3M (MMM), a ""buy/hold."" 8. JOIN THE MARKETBUZZ: where top financial industry professionals answer your questions and offer insights every market day from noon 'til 2:00 p.m. ET. 9. TRANSCRIPTS FROM WALL STREET: Ash Rajan, senior vice president and market analyst with Prudential Securities, answers questions about the market. ======================== Sponsored by ========================= Profit From AAII's ""Cash Rich"" Stock Screen - 46% YTD Return With so much market volatility, how did AAII's ""Cash Rich"" Stock Screen achieve such stellar returns? Find the answer by taking a free trial membership from the American Association of Individual Investors and using our FREE Stock Screen service at: 1. NEW ON MULTEX INVESTOR Take charge of your personal finances Do you have endless hours of free time to keep your financial house in order? We didn't think so. That's why you need to treat yourself to Multex Investor's NEW Personal Finance Channel to take advantage of top-notch content and tools FREE. Click here for more information. 2. DAILY FREE SPONSOR REPORT Divine Interventures (DVIN) Robertson Stephens maintains a ""buy"" rating on Divine Interventures, an incubator focused on infrastructure services and business-to-business (B2B) exchanges. Register for Robertson Stephens' free-research trial to access this report. Click here. d=20001214 3. FREE RESEARCH REPORT Hold 'er steady -- America Online (AOL) AOL's projected growth and proposed merger with Time Warner (TWX) both remain in place, says Jefferies & Co., which maintains a ""buy"" rating on AOL. In the report, which is free for a limited time, analysts are confident the deal will close soon. Click here. 1214 4. TODAY IN THE ANALYST CORNER Following market trends Morgan Stanley Dean Witter's Lew Smith sees strong underlying trends guiding future market performance. What trends does he point to, and what stocks and sectors does he see benefiting from his premise? Here is your opportunity to gain free access to Morgan Stanley's research. Simply register and submit a question below. You will then have a free trial membership to this top Wall Street firms' research! Lew Smith will be in the Analyst Corner only until 5 p.m. ET Thurs., Dec. 14, so be sure to ask your question now. Ask the analyst. 5. WHAT'S HOT? RESEARCH REPORTS FROM MULTEX INVESTOR'S HOT LIST Breaking the bottleneck -- An update on the broadband space Oscar Gruss & Son's most recent issue of its Broadband Brief reports the latest developments in the broadband space, with coverage of Adaptive Broadband (ADAP), Broadcom (BRCM), Efficient Networks (EFNT), and others (report for purchase - $25). Click here. 214 ======================== Sponsored by ========================= Get Red Herring insight into hot IPOs, investing strategies, stocks to watch, future technologies, and more. FREE E-newsletters from Redherring.com provide more answers, analysis and opinion to help you make more strategic investing decisions. Subscribe today 6. EDITOR'S PICK: CURRENT RESEARCH FROM THE CUTTING EDGE Que pasa? -- Predicting telecom's future in Latin America Bear Stearns measures the impact of broadband and the Internet on telecom in Latin America, saying incumbent local-exchange carriers (ILECs) are ideally positioned to benefit from the growth of Internet and data services (report for purchase - $150). Click here. 214 7. FREE STOCK SNAPSHOT 3M (MMM) The current analysts' consensus rates 3M, a ""buy/hold."" Analysts expect the industrial product manufacturer to earn $4.76 per share in 2000 and $5.26 per share in 2001. Click here. 214 8. JOIN THE MARKETBUZZ! Check out SageOnline where top financial industry professionals answer your questions and offer insights every market day from noon 'til 2:00 p.m. ET. Click here. =unl&t=24&d=20001214 9. TRANSCRIPTS FROM WALL STREET'S GURUS Prudential Securities' Ash Rajan In this SageOnline transcript from a chat that took place earlier this week, Ash Rajan, senior vice president and market analyst with Prudential Securities, answers questions about tech, retail, finance, and the outlook for the general market. Click here. &promo=unl&t=13&d=20001214 Please send your questions and comments to If you'd like to learn more about Multex Investor, please visit: If you can't remember your password and/or your user name, click here: If you want to update your email address, please click on the url below: To remove yourself from the mailing list for the Daily Update, please REPLY to THIS email message with the word UNSUBSCRIBE in the subject line. To remove yourself from all Multex Investor mailings, including the Daily Update and The Internet Analyst, please respond with the words NO EMAIL in the subject line. You may also unsubscribe on the account update page at: Please email advertising inquiries to us at mailto:advertise@multex.com. For information on becoming an affiliate click here: Be sure to check out one of our other newsletters, The Internet Analyst by Multex.com. The Internet Analyst informs, educates, and entertains you with usable investment data, ideas, experts, and info about the Internet industry. To see this week's issue, click here: If you are not 100% satisfied with a purchase you make on Multex Investor, we will refund your money."
